Comments,Score,Difficulty,Attendance,Would Take Again
worst teacher i've ever had.  she doesn't know what she's talking about when she teaches and is obviously repeating notes that she's written down verbatim.  the best is when she's asked a question because she never knows what the answer is!,1.0,5.0,,
"Decent teacher, nice person, EASY marker.",3.0,1.0,,
she`s a great teacher,5.0,3.0,,
"Dr. Spear is the greatest professor of all time. He has a real passion for geology and is able to express it in class and in the field. His lectures, stories, humor and field trips were the best. I am a geologist because of him. He had the biggest impact on my life. He will always be one of my hereos. I will never forget him.",5.0,4.0, Not Mandatory, Yes
Dr Spear is my favorite teacher of all time. I have a geology degree because of him. He does such a great job teaching geology. He is so passionate about showing student geology in class on on field trips.,5.0,4.0, Not Mandatory, Yes
Took his class in 2008 as an elective...since then I have not been able to forget how much I really enjoyed the subject! He was always blunt and to the point. If you needed help and your question was not stupid(i.e. not already covered in lecture) he would help you. In the process of a BS in Geology...tossing my BS in Business Admin to the wind!,5.0,5.0,,
I can  understand frustration with lazy students taking up space (like the one who was actually reading a novel while he was lecturing! and kicked out on the spot) but the sudden angry outbursts and hostility in general are just plain distracting from a very interesting subject matter.  He should retire before he explodes.  ,2.0,2.0,,
"Professor Spear is a poor teacher. His treatment of the students is so aggressive, it is almost violent. I strongly recommend reading the class book. 3rd worst teacher of 18 schools I have attended.",2.0,5.0,,
"Take a different teacher! he will insult you before answering your questions.very rude,arogant, and seems to hate teaching.",1.0,5.0,,
"This professor was very abusive with his words.The very first day of class, he took a hammer and smashed a cell phone .He didn't seem to enjoy teaching at all...I went to class hoping to learn something, but instead I was distracted with his rude comments.",1.0,5.0,,
Awesome teacher not an easy a but if you take notes and study Everything he tells you to you will be fine. You can't leave the room during class and he won't put up with texting or dissruptions so if you are immature don't take his class,4.0,4.0,,
"Professor Spear is fantastic. If you ask serious questions and genuinely want to learn and do well in the subject, he's nothing but helpful. Always come to class on time, never be a minute late for assignments, and be serious in the class, and he'll be there to help.",5.0,2.0,,
Awesome teacher super nice and knows what he's talking about defintely the best geology teacher at palomar definetly recommend,5.0,2.0,,
"Horrible, arrogant, rude, crude, mean and ridiculous. Everything you need to know is in the txt book--don't come to class(just come to lab)..just marry the text book and you will do better than I did. Try not to get stuck with this guy, he hates his job and his ex wives...",1.0,5.0,,
"Awesome teacher. I thought this class was going to be boring since rocks don't hold my interest..but we learned so much more that rocks. We learned about volcanos,earthquakes, glaciers..etc. He is very clear, organized, and his tests are easy! I only had to study a little bit. He is a funny professor and knows his stuff! Easy A.",4.0,2.0,,
"good lectures, fun teacher, knows what hes talking about and has inspired my pursuit of all things geological, im looking to trasfer to UCSD and the Scripps Institiue for further geological studies :D",4.5,3.0,,
"The best teacher ever. You don't need like the subject, But at the end of the class u will have a deeper appreciation for nature. If You're a slacker don't take it, because u have to be there every class. on the other side there is 4 HW assignments, and there worksheets. 4 test 100 points each, and a little bit of extra credit opportunity.",4.0,3.0,,
"Spears is really really smart. he knows his stuff. Go to EVERY class, take REALLY good notes and study, you will get an A. He gives you, in detail, exactly what will be on the test, no final or midterm-just 4 test, all worth 100 points.",4.0,3.0,,
"very funny and interesting guy. If your one minute late, dont walk through the door! he gives you in detail what will be on the tests. you must go to EVERY class,take REALY good notes, and really study if you want to be successful",4.0,2.0,,
"Geol 100: Mean Grouchy. Effective. Geol 105/L Surly, Pissy and brilliant. Geol195: Best teacher I have ever endured...A great guitarist BTW",4.5,5.0,,
Dr. Spear is a GREAT teacher and loves his work - excellent field trips!!,4.5,4.0,,
Best class I took at the JC.  Go on all the field trips!,5.0,5.0,,
He kicked four ppl out of the summer school class in the first two weeks.He won't answer any questions before first shaming you.At least he curves the grade.Dodge his class unless you enjoy rude passive aggressive teachers.,2.0,4.0,,
"Kelley is as good as you get. He is such a funny guy and often uses his time wisely with his lectures. He often lets the class out early as well. Only gives out a few papers to do, and you can get extra credit for each of them if you hand them in early. TAKE KELLEY IF YOU ARE NOT STRONG WITH WRITING. ",5.0,1.0, Mandatory, Yes
"This teacher is good as he is not too hard or too easy. He teaches grammar skills and there are small quizzes on Canvas that go along with it. For the essay writing, you get to choose a topic that you are interested in for a total of 3 essays with MLA or APA format, your own choice. There is also an in-class essay of his choice of topic. ",4.0,3.0, Not Mandatory, Yes
"The professor is a great guy, very nice and considering we are in the middle of a pandemic (2020), he was very considerate of the students. He can talk for a while but he genuinely makes writing not so bad.",5.0,2.0, Not Mandatory, Yes
"The best English course I have ever taken ! Writing is not my strongest skill, but the way he broke everything down and the amount of effort he put into helping us with our essays really helped me get that solid A ! Besides the 3-part research paper, there were open-book quizzes based on grammar which were not too bad. Highly recommend this guy!!!",5.0,2.0,, Yes
